Run,Assay Type,AvgSpotLen,BioProject,BioSample,BioSampleModel,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,island,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,replicate,sample_acc,Sample Name,SRA Study
SRR8504208,AMPLICON,602,PRJNA517736,SAMN10843395,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308004,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,root,1.208273 N 103.756254 E,EA_Sem_Ro_02_ITS1,PAIRED,PCR,GENOMIC,4,3,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,2,SRS4305511,EA_Sem_Ro_02,SRP182864
SRR8504209,AMPLICON,602,PRJNA517736,SAMN10843394,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308003,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,root,1.208273 N 103.756254 E,EA_Sem_Ro_01_ITS1,PAIRED,PCR,GENOMIC,11,7,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,1,SRS4305510,EA_Sem_Ro_01,SRP182864
SRR8504210,AMPLICON,602,PRJNA517736,SAMN10843393,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308002,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,Rhizome,1.208273 N 103.756254 E,EA_Sem_Rh_10_ITS1,PAIRED,PCR,GENOMIC,8,5,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,10,SRS4305509,EA_Sem_Rh_10,SRP182864
SRR8504211,AMPLICON,602,PRJNA517736,SAMN10843392,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308001,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,BLANK,Blank,1.208273 N 103.756254 E,EA_BLANK_06_ITS1,PAIRED,PCR,GENOMIC,15,10,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,BLANK,SRS4305508,EA_BLANK_06,SRP182864
SRR8504212,AMPLICON,602,PRJNA517736,SAMN10843391,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308000,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,Rhizome,1.208273 N 103.756254 E,EA_Sem_Rh_09_ITS1,PAIRED,PCR,GENOMIC,2,1,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,9,SRS4305507,EA_Sem_Rh_09,SRP182864
SRR8504213,AMPLICON,602,PRJNA517736,SAMN10843390,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307999,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,Rhizome,1.208273 N 103.756254 E,EA_Sem_Rh_08_ITS1,PAIRED,PCR,GENOMIC,17,11,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,8,SRS4305506,EA_Sem_Rh_08,SRP182864
SRR8504214,AMPLICON,602,PRJNA517736,SAMN10843389,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307998,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,Rhizome,1.208273 N 103.756254 E,EA_Sem_Rh_07_ITS1,PAIRED,PCR,GENOMIC,15,9,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,7,SRS4305505,EA_Sem_Rh_07,SRP182864
SRR8504215,AMPLICON,602,PRJNA517736,SAMN10843388,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307997,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,Rhizome,1.208273 N 103.756254 E,EA_Sem_Rh_06_ITS1,PAIRED,PCR,GENOMIC,7,4,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,6,SRS4305504,EA_Sem_Rh_06,SRP182864
SRR8504216,AMPLICON,602,PRJNA517736,SAMN10843434,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307996,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,Rhizome,5.886142 N 102.741075 E,EA_Per_Rh_10_ITS1,PAIRED,PCR,GENOMIC,42,28,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,10,SRS4305503,EA_Per_Rh_10,SRP182864
SRR8504217,AMPLICON,602,PRJNA517736,SAMN10843435,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307995,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,root,5.886142 N 102.741075 E,EA_Per_Ro_01_ITS1,PAIRED,PCR,GENOMIC,27,18,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,1,SRS4305502,EA_Per_Ro_01,SRP182864
SRR8504220,AMPLICON,602,PRJNA517736,SAMN10843430,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307992,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,Rhizome,5.886142 N 102.741075 E,EA_Per_Rh_06_ITS1,PAIRED,PCR,GENOMIC,36,24,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,6,SRS4305499,EA_Per_Rh_06,SRP182864
SRR8504221,AMPLICON,602,PRJNA517736,SAMN10843431,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307991,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,Rhizome,5.886142 N 102.741075 E,EA_Per_Rh_07_ITS1,PAIRED,PCR,GENOMIC,39,26,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,7,SRS4305498,EA_Per_Rh_07,SRP182864
SRR8504222,AMPLICON,602,PRJNA517736,SAMN10843397,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307990,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,root,1.208273 N 103.756254 E,EA_Sem_Ro_04_ITS1,PAIRED,PCR,GENOMIC,21,13,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,4,SRS4305497,EA_Sem_Ro_04,SRP182864
SRR8504223,AMPLICON,602,PRJNA517736,SAMN10843396,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307989,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,root,1.208273 N 103.756254 E,EA_Sem_Ro_03_ITS1,PAIRED,PCR,GENOMIC,13,8,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,3,SRS4305496,EA_Sem_Ro_03,SRP182864
SRR8504224,AMPLICON,602,PRJNA517736,SAMN10843337,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307988,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,MS,leaf,1.331803 N 103.604591 E,EA_MS_Le_06_ITS1,PAIRED,PCR,GENOMIC,5,3,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,6,SRS4305495,EA_MS_Le_06,SRP182864
SRR8504225,AMPLICON,602,PRJNA517736,SAMN10843336,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307987,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,MS,leaf,1.331803 N 103.604591 E,EA_MS_Le_05_ITS1,PAIRED,PCR,GENOMIC,10,6,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,5,SRS4305494,EA_MS_Le_05,SRP182864
SRR8504226,AMPLICON,602,PRJNA517736,SAMN10843329,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307986,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,soil,2.408228 N 101.858730 E,EA_PD_Soil_08_ITS1,PAIRED,PCR,GENOMIC,23,15,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,8,SRS4305493,EA_PD_Soil_08,SRP182864
SRR8504227,AMPLICON,602,PRJNA517736,SAMN10843328,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307985,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,BLANK,Blank,2.408228 N 101.858730 E,EA_BLANK_04_ITS1,PAIRED,PCR,GENOMIC,8,6,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,BLANK,SRS4305492,EA_BLANK_04,SRP182864
SRR8504228,AMPLICON,602,PRJNA517736,SAMN10843331,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307984,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,soil,2.408228 N 101.858730 E,EA_PD_Soil_10_ITS1,PAIRED,PCR,GENOMIC,13,8,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,10,SRS4305491,EA_PD_Soil_10,SRP182864
SRR8504229,AMPLICON,602,PRJNA517736,SAMN10843330,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307983,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,soil,2.408228 N 101.858730 E,EA_PD_Soil_09_ITS1,PAIRED,PCR,GENOMIC,23,15,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,9,SRS4305490,EA_PD_Soil_09,SRP182864
SRR8504230,AMPLICON,602,PRJNA517736,SAMN10843333,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307982,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,MS,leaf,1.331803 N 103.604591 E,EA_MS_Le_02_ITS1,PAIRED,PCR,GENOMIC,19,12,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,2,SRS4305489,EA_MS_Le_02,SRP182864
SRR8504231,AMPLICON,602,PRJNA517736,SAMN10843332,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307981,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,MS,leaf,2.408228 N 101.858730 E,EA_MS_Le_01_ITS1,PAIRED,PCR,GENOMIC,7,4,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,1,SRS4305488,EA_MS_Le_01,SRP182864
SRR8504232,AMPLICON,602,PRJNA517736,SAMN10843335,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307980,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,MS,leaf,1.331803 N 103.604591 E,EA_MS_Le_04_ITS1,PAIRED,PCR,GENOMIC,3,2,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,4,SRS4305487,EA_MS_Le_04,SRP182864
SRR8504233,AMPLICON,602,PRJNA517736,SAMN10843334,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307979,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,MS,leaf,1.331803 N 103.604591 E,EA_MS_Le_03_ITS1,PAIRED,PCR,GENOMIC,24,16,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,3,SRS4305486,EA_MS_Le_03,SRP182864
SRR8504234,AMPLICON,602,PRJNA517736,SAMN10843295,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307978,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,leaf,2.408228 N 101.858730 E,EA_PD_Le_06_ITS1,PAIRED,PCR,GENOMIC,2,1,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,6,SRS4305485,EA_PD_Le_06,SRP182864
SRR8504235,AMPLICON,602,PRJNA517736,SAMN10843294,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307977,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,leaf,2.408228 N 101.858730 E,EA_PD_Le_05_ITS1,PAIRED,PCR,GENOMIC,6,4,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,5,SRS4305484,EA_PD_Le_05,SRP182864
SRR8504236,AMPLICON,602,PRJNA517736,SAMN10843293,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307976,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,leaf,2.408228 N 101.858730 E,EA_PD_Le_04_ITS1,PAIRED,PCR,GENOMIC,8,6,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,4,SRS4305483,EA_PD_Le_04,SRP182864
SRR8504237,AMPLICON,602,PRJNA517736,SAMN10843292,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307975,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,leaf,2.408228 N 101.858730 E,EA_PD_Le_03_ITS1,PAIRED,PCR,GENOMIC,10,6,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,3,SRS4305482,EA_PD_Le_03,SRP182864
SRR8504238,AMPLICON,602,PRJNA517736,SAMN10843291,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307974,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,leaf,2.408228 N 101.858730 E,EA_PD_Le_02_ITS1,PAIRED,PCR,GENOMIC,3,2,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,2,SRS4305481,EA_PD_Le_02,SRP182864
SRR8504239,AMPLICON,602,PRJNA517736,SAMN10843290,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307973,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,leaf,2.408228 N 101.858730 E,EA_PD_Le_01_ITS1,PAIRED,PCR,GENOMIC,2,1,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,1,SRS4305480,EA_PD_Le_01,SRP182864
SRR8504241,AMPLICON,602,PRJNA517736,SAMN10843288,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307971,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,soil,1.258297 N 103.807229 E,EA_Sent_Soil_09_ITS1,PAIRED,PCR,GENOMIC,45,30,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,9,SRS4305478,EA_Sent_Soil_09,SRP182864
SRR8504242,AMPLICON,602,PRJNA517736,SAMN10843297,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307970,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,leaf,2.408228 N 101.858730 E,EA_PD_Le_07_ITS1,PAIRED,PCR,GENOMIC,6,4,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,7,SRS4305477,EA_PD_Le_07,SRP182864
SRR8504243,AMPLICON,602,PRJNA517736,SAMN10843296,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307969,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,BLANK,Blank,2.408226 N 101.858730 E,EA_BLANK_03_ITS1,PAIRED,PCR,GENOMIC,2,1,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,BLANK,SRS4305476,EA_BLANK_03,SRP182864
SRR8504244,AMPLICON,602,PRJNA517736,SAMN10843263,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307968,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,Rhizome,1.258297 N 103.807229 E,EA_Sent_Rh_05_ITS1,PAIRED,PCR,GENOMIC,8,5,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,5,SRS4305475,EA_Sent_Rh_05,SRP182864
SRR8504245,AMPLICON,602,PRJNA517736,SAMN10843447,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307967,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,soil,5.886142 N 102.741075 E,EA_Per_Soil_03_ITS1,PAIRED,PCR,GENOMIC,25,16,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,3,SRS4305474,EA_Per_Soil_03,SRP182864
SRR8504246,AMPLICON,602,PRJNA517736,SAMN10843446,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307966,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,soil,5.886142 N 102.741075 E,EA_Per_Soil_02_ITS1,PAIRED,PCR,GENOMIC,39,26,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,2,SRS4305473,EA_Per_Soil_02,SRP182864
SRR8504247,AMPLICON,602,PRJNA517736,SAMN10843443,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307965,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,root,5.886142 N 102.741075 E,EA_Per_Ro_09_ITS1,PAIRED,PCR,GENOMIC,34,23,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,9,SRS4305472,EA_Per_Ro_09,SRP182864
SRR8504248,AMPLICON,602,PRJNA517736,SAMN10843442,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307964,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,root,5.886142 N 102.741075 E,EA_Per_Ro_08_ITS1,PAIRED,PCR,GENOMIC,16,10,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,8,SRS4305471,EA_Per_Ro_08,SRP182864
SRR8504249,AMPLICON,602,PRJNA517736,SAMN10843445,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307963,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,soil,5.886142 N 102.741075 E,EA_Per_Soil_01_ITS1,PAIRED,PCR,GENOMIC,30,20,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,1,SRS4305470,EA_Per_Soil_01,SRP182864
SRR8504250,AMPLICON,602,PRJNA517736,SAMN10843444,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307962,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,root,5.886142 N 102.741075 E,EA_Per_Ro_10_ITS1,PAIRED,PCR,GENOMIC,39,26,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,10,SRS4305469,EA_Per_Ro_10,SRP182864
SRR8504251,AMPLICON,602,PRJNA517736,SAMN10843439,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307961,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,root,5.886142 N 102.741075 E,EA_Per_Ro_05_ITS1,PAIRED,PCR,GENOMIC,29,19,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,5,SRS4305468,EA_Per_Ro_05,SRP182864
SRR8504252,AMPLICON,602,PRJNA517736,SAMN10843438,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307960,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,root,5.886142 N 102.741075 E,EA_Per_Ro_04_ITS1,PAIRED,PCR,GENOMIC,39,26,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,4,SRS4305467,EA_Per_Ro_04,SRP182864
SRR8504254,AMPLICON,602,PRJNA517736,SAMN10843440,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307958,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,root,5.886142 N 102.741075 E,EA_Per_Ro_06_ITS1,PAIRED,PCR,GENOMIC,20,13,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,6,SRS4305465,EA_Per_Ro_06,SRP182864
SRR8504255,AMPLICON,602,PRJNA517736,SAMN10843436,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307957,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,root,5.886142 N 102.741075 E,EA_Per_Ro_02_ITS1,PAIRED,PCR,GENOMIC,38,25,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,2,SRS4305464,EA_Per_Ro_02,SRP182864
SRR8504256,AMPLICON,602,PRJNA517736,SAMN10843307,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307956,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,Rhizome,2.408228 N 101.858730 E,EA_PD_Rh_07_ITS1,PAIRED,PCR,GENOMIC,6,4,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,7,SRS4305463,EA_PD_Rh_07,SRP182864
SRR8504257,AMPLICON,602,PRJNA517736,SAMN10843437,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307955,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,root,5.886142 N 102.741075 E,EA_Per_Ro_03_ITS1,PAIRED,PCR,GENOMIC,38,25,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,3,SRS4305462,EA_Per_Ro_03,SRP182864
SRR8504258,AMPLICON,602,PRJNA517736,SAMN10843298,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307954,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,leaf,2.408228 N 101.858730 E,EA_PD_Le_08_ITS1,PAIRED,PCR,GENOMIC,10,7,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,8,SRS4305461,EA_PD_Le_08,SRP182864
SRR8504259,AMPLICON,602,PRJNA517736,SAMN10843299,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307953,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,leaf,2.408228 N 101.858730 E,EA_PD_Le_09_ITS1,PAIRED,PCR,GENOMIC,15,10,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,9,SRS4305460,EA_PD_Le_09,SRP182864
SRR8504260,AMPLICON,602,PRJNA517736,SAMN10843300,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307948,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,leaf,2.408228 N 101.858730 E,EA_PD_Le_10_ITS1,PAIRED,PCR,GENOMIC,15,9,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,10,SRS4305455,EA_PD_Le_10,SRP182864
SRR8504261,AMPLICON,602,PRJNA517736,SAMN10843261,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307951,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,Rhizome,1.258297 N 103.807229 E,EA_Sent_Rh_03_ITS1,PAIRED,PCR,GENOMIC,22,14,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,3,SRS4305458,EA_Sent_Rh_03,SRP182864
SRR8504262,AMPLICON,602,PRJNA517736,SAMN10843266,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307950,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,Rhizome,1.258297 N 103.807229 E,EA_Sent_Rh_07_ITS1,PAIRED,PCR,GENOMIC,7,4,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,7,SRS4305457,EA_Sent_Rh_07,SRP182864
SRR8504263,AMPLICON,602,PRJNA517736,SAMN10843454,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307949,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,Per,soil,5.886142 N 102.741075 E,EA_Per_Soil_10_ITS1,PAIRED,PCR,GENOMIC,31,21,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,10,SRS4305456,EA_Per_Soil_10,SRP182864
